timestamp,device,X,Y,Z,event
2026-06-16 10:13:46.460267,Pointer2ToEmTracker,83.16000366210938,-7.289999961853027,-246.5399932861328,0
2026-06-16 10:13:47.006957,Pointer2ToEmTracker,64.2300033569336,18.43000030517578,-216.0800018310547,0
2026-06-16 10:13:47.109322,Pointer2ToEmTracker,63.70000076293945,19.559999465942383,-216.22999572753906,0
2026-06-16 10:13:47.132158,Pointer2ToEmTracker,63.529998779296875,19.510000228881836,-216.22000122070312,0
2026-06-16 10:13:47.946969,Pointer2ToEmTracker,55.029998779296875,14.029999732971191,-216.99000549316406,0
2026-06-16 10:13:49.040199,Pointer2ToEmTracker,51.27000045776367,12.829999923706055,-216.02000427246094,0
2026-06-16 10:13:49.411518,Pointer2ToEmTracker,52.310001373291016,13.470000267028809,-216.0500030517578,0
2026-06-16 10:13:49.562830,Pointer2ToEmTracker,52.25,13.920000076293945,-216.11000061035156,0
2026-06-16 10:13:49.606830,Pointer2ToEmTracker,52.56999969482422,15.119999885559082,-216.27000427246094,0
2026-06-16 10:13:49.789965,Pointer2ToEmTracker,52.689998626708984,15.319999694824219,-216.27999877929688,0
2026-06-16 10:13:50.107033,Pointer2ToEmTracker,49.9900016784668,13.539999961853027,-216.05999755859375,0
2026-06-16 10:13:50.283021,Pointer2ToEmTracker,49.470001220703125,12.520000457763672,-215.85000610351562,0
2026-06-16 10:13:50.445563,Pointer2ToEmTracker,49.119998931884766,11.789999961853027,-215.72000122070312,0
2026-06-16 10:13:50.806923,Pointer2ToEmTracker,48.41999816894531,10.800000190734863,-215.5800018310547,0
2026-06-16 10:13:51.384374,Pointer2ToEmTracker,51.08000183105469,12.8100004196167,-216.0500030517578,0
2026-06-16 10:13:51.661120,Pointer2ToEmTracker,53.68000030517578,15.9399995803833,-217.4199981689453,0
2026-06-16 10:13:51.888888,Pointer2ToEmTracker,52.63999938964844,16.5,-216.36000061035156,0
2026-06-16 10:13:52.204361,Pointer2ToEmTracker,52.34000015258789,15.779999732971191,-216.14999389648438,0
2026-06-16 10:13:52.404352,Pointer2ToEmTracker,51.189998626708984,13.789999961853027,-215.82000732421875,0
2026-06-16 10:13:52.427038,Pointer2ToEmTracker,51.43000030517578,13.829999923706055,-215.8300018310547,0
2026-06-16 10:13:52.666380,Pointer2ToEmTracker,52.290000915527344,14.859999656677246,-215.9199981689453,0
2026-06-16 10:13:52.935440,Pointer2ToEmTracker,56.0099983215332,20.31999969482422,-216.58999633789062,0
2026-06-16 10:13:53.306857,Pointer2ToEmTracker,57.689998626708984,21.709999084472656,-216.69000244140625,0
2026-06-16 10:13:53.330326,Pointer2ToEmTracker,57.650001525878906,21.6200008392334,-216.67999267578125,0
2026-06-16 10:13:53.466548,Pointer2ToEmTracker,57.2599983215332,21.030000686645508,-216.6699981689453,0
2026-06-16 10:13:53.509710,Pointer2ToEmTracker,57.15999984741211,20.8799991607666,-216.64999389648438,0
2026-06-16 10:13:53.805983,Pointer2ToEmTracker,57.36000061035156,21.079999923706055,-216.63999938964844,0
2026-06-16 10:13:53.931342,Pointer2ToEmTracker,57.619998931884766,21.520000457763672,-216.6699981689453,1
2026-06-16 10:13:53.999801,Pointer2ToEmTracker,58.02000045776367,21.739999771118164,-216.69000244140625,0
2026-06-16 10:13:54.364293,Pointer2ToEmTracker,58.59000015258789,22.260000228881836,-216.7100067138672,0
2026-06-16 10:13:54.878634,Pointer2ToEmTracker,58.689998626708984,22.309999465942383,-216.72000122070312,0
2026-06-16 10:13:54.956826,Pointer2ToEmTracker,57.869998931884766,21.649999618530273,-216.6999969482422,0
2026-06-16 10:13:55.390310,Pointer2ToEmTracker,54.86000061035156,12.170000076293945,-215.61000061035156,0
2026-06-16 10:13:55.534191,Pointer2ToEmTracker,60.65999984741211,19.059999465942383,-216.27999877929688,0
2026-06-16 10:13:55.683847,Pointer2ToEmTracker,62.47999954223633,23.049999237060547,-216.50999450683594,0
2026-06-16 10:13:55.832269,Pointer2ToEmTracker,61.13999938964844,29.030000686645508,-216.9600067138672,0
2026-06-16 10:13:55.961553,Pointer2ToEmTracker,55.83000183105469,26.670000076293945,-217.1699981689453,0
2026-06-16 10:13:56.033106,Pointer2ToEmTracker,53.36000061035156,23.770000457763672,-217.07000732421875,0
2026-06-16 10:13:56.066321,Pointer2ToEmTracker,52.709999084472656,22.790000915527344,-216.99000549316406,0
2026-06-16 10:13:57.944979,Pointer2ToEmTracker,70.9800033569336,21.170000076293945,-215.24000549316406,0
2026-06-16 10:13:58.207027,Pointer2ToEmTracker,55.15999984741211,11.460000038146973,-215.52000427246094,0
2026-06-16 10:13:58.616310,Pointer2ToEmTracker,61.91999816894531,29.81999969482422,-216.9499969482422,0
2026-06-16 10:13:59.075974,Pointer2ToEmTracker,73.5999984741211,27.06999969482422,-215.24000549316406,1
2026-06-16 10:13:59.098220,Pointer2ToEmTracker,72.93000030517578,26.219999313354492,-215.3300018310547,0
2026-06-16 10:13:59.615975,Pointer2ToEmTracker,61.54999923706055,17.15999984741211,-216.0500030517578,0
2026-06-16 10:14:00.550132,Pointer2ToEmTracker,12.449999809265137,22.420000076293945,-214.75999450683594,0
2026-06-16 10:14:01.818308,Pointer2ToEmTracker,4.300000190734863,27.280000686645508,-217.50999450683594,0
2026-06-16 10:14:02.823654,Pointer2ToEmTracker,3.9200000762939453,23.860000610351562,-217.27999877929688,0
2026-06-16 10:14:03.175183,Pointer2ToEmTracker,3.7699999809265137,23.729999542236328,-217.25,0
2026-06-16 10:14:04.398334,Pointer2ToEmTracker,3.390000104904175,22.889999389648438,-217.11000061035156,0
2026-06-16 10:14:04.773624,Pointer2ToEmTracker,3.0999999046325684,22.8799991607666,-217.08999633789062,0
2026-06-16 10:14:04.973164,Pointer2ToEmTracker,2.930000066757202,23.239999771118164,-217.11000061035156,0
2026-06-16 10:14:05.021184,Pointer2ToEmTracker,2.7799999713897705,23.309999465942383,-217.11000061035156,0
2026-06-16 10:14:08.017686,Pointer2ToEmTracker,0.33000001311302185,17.43000030517578,-216.4199981689453,1
2026-06-16 10:14:08.290410,Pointer2ToEmTracker,4.369999885559082,20.510000228881836,-216.86000061035156,0
2026-06-16 10:14:08.469729,Pointer2ToEmTracker,5.639999866485596,22.329999923706055,-217.02000427246094,0
2026-06-16 10:14:08.515370,Pointer2ToEmTracker,5.909999847412109,22.84000015258789,-217.05999755859375,0
2026-06-16 10:14:08.617800,Pointer2ToEmTracker,6.269999980926514,23.360000610351562,-217.11000061035156,0
2026-06-16 10:14:08.671143,Pointer2ToEmTracker,6.440000057220459,23.65999984741211,-217.1300048828125,0
2026-06-16 10:14:09.640314,Pointer2ToEmTracker,0.9300000071525574,26.860000610351562,-217.2899932861328,0
2026-06-16 10:14:10.089431,Pointer2ToEmTracker,3.319999933242798,19.950000762939453,-216.7100067138672,0
2026-06-16 10:14:11.443048,Pointer2ToEmTracker,13.59000015258789,31.780000686645508,-211.35000610351562,0
2026-06-16 10:14:13.310667,Pointer2ToEmTracker,11.489999771118164,23.219999313354492,-217.10000610351562,0
2026-06-16 10:14:13.413852,Pointer2ToEmTracker,11.390000343322754,23.040000915527344,-217.10000610351562,0
2026-06-16 10:14:13.911395,Pointer2ToEmTracker,11.100000381469727,22.459999084472656,-216.97999572753906,1
2026-06-16 10:14:15.218338,Pointer2ToEmTracker,70.16000366210938,23.3799991607666,-186.67999267578125,0
2026-06-16 10:14:15.518086,Pointer2ToEmTracker,66.54000091552734,17.84000015258789,-174.6699981689453,0
2026-06-16 10:14:15.983659,Pointer2ToEmTracker,63.2599983215332,20.420000076293945,-166.83999633789062,0
2026-06-16 10:14:16.571277,Pointer2ToEmTracker,64.33000183105469,19.690000534057617,-166.75,0
2026-06-16 10:14:16.836360,Pointer2ToEmTracker,64.94999694824219,19.950000762939453,-166.42999267578125,0
2026-06-16 10:14:16.946459,Pointer2ToEmTracker,63.84000015258789,19.110000610351562,-166.39999389648438,0
2026-06-16 10:14:16.956568,Pointer2ToEmTracker,63.20000076293945,19.040000915527344,-166.4600067138672,0
2026-06-16 10:14:17.016341,Pointer2ToEmTracker,61.86000061035156,18.670000076293945,-166.50999450683594,0
2026-06-16 10:14:17.614257,Pointer2ToEmTracker,60.900001525878906,18.110000610351562,-166.5399932861328,0
2026-06-16 10:14:18.583070,Pointer2ToEmTracker,64.72000122070312,23.860000610351562,-166.97999572753906,0
2026-06-16 10:14:20.661894,Pointer2ToEmTracker,68.63999938964844,21.43000030517578,-166.4199981689453,1
2026-06-16 10:14:21.183859,Pointer2ToEmTracker,67.5,26.729999542236328,-166.92999267578125,0
2026-06-16 10:14:21.544917,Pointer2ToEmTracker,70.88999938964844,30.639999389648438,-166.72000122070312,0
2026-06-16 10:14:21.657264,Pointer2ToEmTracker,68.19999694824219,28.969999313354492,-166.9600067138672,0
2026-06-16 10:14:21.944645,Pointer2ToEmTracker,71.30999755859375,23.959999084472656,-166.32000732421875,0
2026-06-16 10:14:22.206713,Pointer2ToEmTracker,66.94000244140625,24.739999771118164,-166.86000061035156,0
2026-06-16 10:14:23.307120,Pointer2ToEmTracker,66.62999725341797,21.600000381469727,-166.60000610351562,0
2026-06-16 10:14:24.928200,Pointer2ToEmTracker,66.87000274658203,23.440000534057617,-166.8000030517578,1
